Startup,Industry,City,TotalFunding,FundingRounds,Stage,Status,Source,StatusCode
Vicara,Tech Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
EM3 Agri,Agritech,Noida,1000000.0,1,Unknown,Safe,funding_2020,1
Plum,Cosmetics,Thane,115000.0,1,Unknown,Failed,funding_2020,0
Odwen,Warehouse,Noida,54000.0,1,Unknown,Failed,funding_2020,0
Grinntech,Battery Design,Dehradun,2000000.0,1,Unknown,Safe,funding_2020,1
Deepsync,Tech Startup,Bangalore,300000.0,1,Unknown,Failed,funding_2020,0
QShala,Edtech,Bangalore,300000.0,1,Unknown,Failed,funding_2020,0
Customfit ai,Saas Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Nirmata,Tech,San Franciscao,1800000.0,1,Unknown,Failed,funding_2020,0
Oga Fit,Fitness Startup,Bangalore,1800000.0,1,Pre-series A,Failed,funding_2020,0
ShipsKart,E-Commerce,Delhi,200000.0,1,Pre-series A,Failed,funding_2020,0
SquadStack,Tech Company,San Francisco,5000000.0,1,Series A,Safe,funding_2020,1
Financepeer,Edtech,Mumbai,3000000.0,1,Pre-series A,Safe,funding_2020,1
Etrio,Ev Startup,Hyderabad,3000000.0,1,Series A,Safe,funding_2020,1
Codeyoung,Edtech,Bangalore,1800000.0,1,Seed,Failed,funding_2020,0
StayQrious,Edtech,Bangalore,2000000.0,1,Seed,Safe,funding_2020,1
Infilect,Saas Startup,Bangalore,1500000.0,1,Pre-series A,Safe,funding_2020,1
MobiGarage,E-Commerce,Delhi,1800000.0,1,Pre-series A,Failed,funding_2020,0
WeInnovate Biosolutions,Startup Laboratory,Pune,1800000.0,1,Seed,Failed,funding_2020,0
Yummy Corp,Food Industry,Tangerang,12000000.0,1,Series B,Safe,funding_2020,1
Clairvolex,Tech Startup,California,2000000.0,1,Debt,Safe,funding_2020,1
Assiduus,E-Commerce,Bangalore,1000000.0,1,Series A,Safe,funding_2020,1
Brinton,Healthtech,California,1300000.0,1,Debt,Safe,funding_2020,1
AFK Gaming,Entertainment,Mumbai,200000.0,1,Pre-series A,Failed,funding_2020,0
Infarm,Agritech,Berlin,170000000.0,1,Series C,Safe,funding_2020,1
Zuper,Saas Startup,Seattle,1100000.0,1,Seed,Safe,funding_2020,1
Origa,Fintech,Andheri,2000000.0,1,Debt,Safe,funding_2020,1
GullyBuy Software,Tech Startup,Pune,543000.0,1,Pre-series A,Safe,funding_2020,1
Penny,Saas Startup,Riyadh,1300000.0,1,Seed,Safe,funding_2020,1
Onsitego,Customer Service Company,Mumbai,30000000.0,1,Series B,Safe,funding_2020,1
Precily,Saasâ Â Startup,California,1800000.0,1,Seed,Failed,funding_2020,0
SmartClean,Tech Startup,Singapore,3400000.0,1,Pre- series A,Safe,funding_2020,1
ClanConnect,Marketing Startup,Delhi,600000.0,1,Seed,Safe,funding_2020,1
Rephrase.ai,Ai,Bangalore,1500000.0,1,Seed,Safe,funding_2020,1
EkAnek,Tech Startup,Delhi,5040000.0,1,Edge,Safe,funding_2020,1
Zimyo,Hr Tech Startup,Gurgaon,1500000.0,1,Seed,Safe,funding_2020,1
Burgerama,Food Startup,Gurgaon,1800000.0,1,Pre-series A,Failed,funding_2020,0
Moms Co,Healthcare,Gurgaon,8000000.0,1,Series B,Safe,funding_2020,1
DillyHub,Publication,Seoul,1400000.0,1,Seed,Safe,funding_2020,1
Illumnus,Edtech Startup,Pune,100000.0,1,Seed,Failed,funding_2020,0
Airmeet,Tech Startup,Bangalore,12000000.0,1,Series A,Safe,funding_2020,1
Observe ai,Tech,San Francisco,54000000.0,1,Series B,Safe,funding_2020,1
Quintype Technologies,Tech,Bangalore,325000.0,1,Series A,Failed,funding_2020,0
SenseHawk,Solar Saas,Bangalore,5000000.0,1,Series A,Safe,funding_2020,1
Aibono,Agritech,Bangalore,2000000.0,1,Pre-series A,Safe,funding_2020,1
BuildPan,Saas Startup,Indore,500000.0,1,Seed,Failed,funding_2020,0
Aviom,Finance,Delhi,682000.0,1,Debt,Safe,funding_2020,1
Big Bang Boom Solutions,Deep Tech,Chennai,1050000.0,1,Series A,Safe,funding_2020,1
GUVI,Edtech Startup,Chennai,800000.0,1,Series A,Safe,funding_2020,1
BluSmart,Electricity,Gurgaon,7000000.0,1,Pre-series A,Safe,funding_2020,1
Spoonshot,Fmcg,Bangalore,1000000.0,1,Seed A,Safe,funding_2020,1
Pulse,Fintech,Mumbai,750000.0,1,Pre-series A,Safe,funding_2020,1
i3 Systems,Insurance Tech,Mumbai,1050000.0,1,Pre-series A,Safe,funding_2020,1
SOAL,Edtech,Mumbai,1000000.0,1,Series A-1,Safe,funding_2020,1
Hippo Video,Video Personalization,New York,4000000.0,1,Series A,Safe,funding_2020,1
Hasura,Software Company,San Francisco,25000000.0,1,Series B,Safe,funding_2020,1
Qapita,Fintech,Singapore,1080000.0,1,Seed,Safe,funding_2020,1
Sunday,Fintech,Bangkok,9000000.0,1,Pre-Series B,Safe,funding_2020,1
Gamezop,Gaming,Gurgaon,4300000.0,1,Series A,Safe,funding_2020,1
Chiratae Ventures,Venture Capital,Bangalore,1800000.0,1,Seed Funding,Failed,funding_2020,0
Max wholesale,E-Commerce,Delhi,603000.0,1,Unknown,Safe,funding_2020,1
DeepSync,Ai Startup,Chandigarh,136000.0,1,Unknown,Failed,funding_2020,0
Gradeup,Education,Noida,546000.0,1,Unknown,Safe,funding_2020,1
ProPhysio,Health,Bangalore,40900.0,1,Unknown,Failed,funding_2020,0
Settl,Traveltech,Gurgaon,1800000.0,1,Unknown,Failed,funding_2020,0
Fanspole,Entertainment,Thane,1800000.0,1,Pre-Seed,Failed,funding_2020,0
Sarva,Healthcare,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
Univ.ai,Edtech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
PurohitJi,Linguistic Spiritual,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
CredoLab,Tech,Singapore,7000000.0,1,Series A,Safe,funding_2020,1
Brick&Bolt,Construction,Bangalore,2200000.0,1,Series A,Safe,funding_2020,1
Exprs,Nano Distribution Network,Unknown,5660000.0,1,Unknown,Safe,funding_2020,1
Virtual Forest,Tech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
The Health company,Ai Health,Gurgaon,350000.0,1,Unknown,Failed,funding_2020,0
TrulyMadly Matchmakers,Dating App,Gurgaon,110000.0,1,Pre-series A,Failed,funding_2020,0
TrueFan,Media,Mumbai,4300000.0,1,Seed round,Safe,funding_2020,1
Fanspole,Gaming,Mumbai,1800000.0,1,Pre-seed Round,Failed,funding_2020,0
The Money Club,Ai,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
OneCode,Social Commerce,Gurgaon,1800000.0,1,Seed round,Failed,funding_2020,0
Verloop.io,Ai,Unknown,5000000.0,1,Unknown,Safe,funding_2020,1
Otipy,Agritech,Unknown,1000000.0,1,Pre Series A,Safe,funding_2020,1
Evage,Mobility Tech,Chandigarh,1800000.0,1,Unknown,Failed,funding_2020,0
Habbit Health,Nutrition Tech,Delhi,1800000.0,1,Pre seed Round,Failed,funding_2020,0
SmarterBiz,Tech,Bangalore,1065000.0,1,Pre Series A,Safe,funding_2020,1
Able Jobs,Hr,Bangalore,2000000.0,1,Unknown,Safe,funding_2020,1
Vieroots,Healthtech,Kochi,1800000.0,1,Unknown,Failed,funding_2020,0
Stack Finance,Fintech,Bangalore,1800000.0,1,Seed round,Failed,funding_2020,0
Mitron,Media,Bangalore,5000000.0,1,Series A,Safe,funding_2020,1
Daalchini,Iot,Unknown,669000.0,1,Pre Series A,Safe,funding_2020,1
Suno India,Media,Unknown,1800000.0,1,Angel Round,Failed,funding_2020,0
Text Mercato,Unknown,Bangalore,649600.0,1,Series A,Safe,funding_2020,1
Eden Smart Homes,Iot,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
GrayQuest,Edtech,Mumbai,1000000.0,1,Pre Series A,Safe,funding_2020,1
BigHaat,Agritech,Bangalore,2000000.0,1,Pre Series A,Safe,funding_2020,1
CityCash,Fintech,Mumbai,1000000.0,1,Seed round,Safe,funding_2020,1
DaveAI,Ai,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
DocSumo,Ai,Mumbai,220000.0,1,Seed round,Failed,funding_2020,0
CUSMAT,Ar,Warangal,1800000.0,1,Unknown,Failed,funding_2020,0
Data Sutram,Ai,Kolkata,266500.0,1,Unknown,Failed,funding_2020,0
Wobot Intelligence,Ai,Delhi,2500000.0,1,Pre Series A,Safe,funding_2020,1
Probus Smart Things,Iot,Delhi,1800000.0,1,Seed round,Failed,funding_2020,0
CrowdPouch,Tech,Bangalore,1800000.0,1,Angel Round,Failed,funding_2020,0
Hevo,Tech,Bangalore,8000000.0,1,Series A,Safe,funding_2020,1
BigSpoon Foods,Foodtech,Ahmedabad,2000000.0,1,Pre series A,Safe,funding_2020,1
DatStop,Hospitality,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
IPHM Services,Mental Health,Mumbai,1800000.0,1,Seed Round,Failed,funding_2020,0
Wellcure,Healthtech,Gurgaon,200000.0,1,Unknown,Failed,funding_2020,0
Firescore,Gaming,Mumbai,500000.0,1,Unknown,Failed,funding_2020,0
BulBul,Social Commerce,Gurgaon,8700000.0,1,Unknown,Safe,funding_2020,1
Muse Wearables,Tech,Chennai,3000000.0,1,Unknown,Safe,funding_2020,1
WYN Studio,Media,Gurgaon,1800000.0,1,Seed Round,Failed,funding_2020,0
Fourth Partner Energy,Solar Solution,Bangalore,15000000.0,1,Unknown,Safe,funding_2020,1
Entri,Edtech,Kochi,1700000.0,1,Pre series A,Safe,funding_2020,1
MPowered,Saas,Gurgaon,21000000.0,1,Pre series A,Safe,funding_2020,1
Gigforce,Hr Tech,Bangalore,804000.0,1,Unknown,Safe,funding_2020,1
Finn,Fintech,Bangalore,1800000.0,1,Pre series A,Failed,funding_2020,0
Bijnis,B2B Marketplace,Unknown,10000000.0,1,Series A,Safe,funding_2020,1
StyleDotMe,Fashion Tech,Gurgaon,467000.0,1,Pre series A,Failed,funding_2020,0
Ripsey,Nutrition Tech,Mumbai,133000.0,1,Unknown,Failed,funding_2020,0
ThriveFNC,Health & Wellness,Pune,1800000.0,1,Seed Round,Failed,funding_2020,0
Procol,Agritech,Delhi,3823000.0,1,Unknown,Safe,funding_2020,1
Crio,Edtech,Bangalore,934000.0,1,Unknown,Safe,funding_2020,1
uFony Services Pvt ltd,Edtech,Pune,1800000.0,1,Unknown,Failed,funding_2020,0
Protinus Fashion Networking Pvt Ltd,Fashion,Mumbai,1800000.0,1,Pre series A,Failed,funding_2020,0
IncNut Digital,Ecommerce,Hyderabad,4000000.0,1,Series A,Safe,funding_2020,1
Specsmaker,Eye Wear,Chennai,3060000.0,1,Unknown,Safe,funding_2020,1
Piggy Ride,Saas,Bangalore,1862000.0,1,Pre series A,Safe,funding_2020,1
Earth Energy EV,Automobile,Mumbai,1800000.0,1,Seed Round,Failed,funding_2020,0
Blue Sky Analytics,Data Intelligence,Gurgaon,1200000.0,1,Seed Round,Safe,funding_2020,1
Edhusk,Edtech,Jaipur,1800000.0,1,Unknown,Failed,funding_2020,0
Decentro,Fintech,Bangalore,15500000.0,1,Series A,Safe,funding_2020,1
Frontier Markets,Ecommerce,Jaipur,2250000.0,1,Pre series A,Safe,funding_2020,1
Brainwired,Agritech,Kerala,1800000.0,1,Unknown,Failed,funding_2020,0
Ken42,Edtech,Bangalore,1470000.0,1,Unknown,Safe,funding_2020,1
Forbidden Foods,Food,Delhi,1000000.0,1,Seed Round,Safe,funding_2020,1
Universal Sportsbiz,Fashion,Bangalore,530000.0,1,Unknown,Safe,funding_2020,1
Aerostrovilos,Automotive,Chennai,1800000.0,1,Unknown,Failed,funding_2020,0
Bulk MRO,B2B,Mumbai,3344000.0,1,Unknown,Safe,funding_2020,1
Inspektlabs,Ai,Delhi,600000.0,1,Pre series A,Safe,funding_2020,1
ChitMonks,Fintech,Hyderabad,650000.0,1,Pre series A,Safe,funding_2020,1
Walrus,Fintech,Bangalore,1800000.0,1,Pre-Seed,Failed,funding_2020,0
Arth Designbuild,Construction Tech,Hyderebad,1100000.0,1,Unknown,Safe,funding_2020,1
goDutch,Fintech,Mumbai,1700000.0,1,Seed Round,Safe,funding_2020,1
Rusk Media,Digital Media,Delhi,1800000.0,1,Seed Round,Failed,funding_2020,0
Bold Care,Health & Wellness,Mumbai,1800000.0,1,Pre-seed Round,Failed,funding_2020,0
Samosa Party,Food,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
High Street Essentials,Ecommerce,Delhi,2743000.0,1,Pre series C,Safe,funding_2020,1
Fullife,Healthtech,Mumbai,6609000.0,1,Unknown,Safe,funding_2020,1
Oziva,Nutrition,Unknown,5000000.0,1,Series A,Safe,funding_2020,1
Aether Biomedical,Medtech,Delhi,1800000.0,1,Seed Investment,Failed,funding_2020,0
Yulu,Micro-Mobiity,Unknown,3964000.0,1,Unknown,Safe,funding_2020,1
MergerDomo,Marketplace,Noida,197000.0,1,Unknown,Failed,funding_2020,0
Milk Mantra,Food,Odisha,10000000.0,1,Unknown,Safe,funding_2020,1
Drishti Technologies,Ai,Bangalore,25000000.0,1,Series B,Safe,funding_2020,1
Instasolv,Edtech,Noida,2000000.0,1,Pre series A,Safe,funding_2020,1
GoldenPi,Fintech,Bangalore,459000.0,1,Unknown,Failed,funding_2020,0
Peppermint,Robotics,Unknown,1800000.0,1,Seed Round,Failed,funding_2020,0
Agro2o,Agritech,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
GabbarDeals,Ecommerce,Pune,1800000.0,1,Unknown,Failed,funding_2020,0
Crimson Healthcare,Med Tech,Delhi,229800.0,1,Unknown,Failed,funding_2020,0
Biomoneta,Life Sciences,Bangalore,1800000.0,1,Seed Round,Failed,funding_2020,0
Drum Food,Food,Mumbai,5305000.0,1,Unknown,Safe,funding_2020,1
Jiffy ai,Ai,Unknown,18000000.0,1,Series A,Safe,funding_2020,1
Postman,Tech,Unknown,150000000.0,1,Series C,Safe,funding_2020,1
F5,Retail Aggregator,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
Myelin Foundry,Deep Tech Ai,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
Ameliorate Biotech,Biotech,Bangalore,264000.0,1,Angel Round,Failed,funding_2020,0
Hapramp,Blockchain,Gurgaon,1000000.0,1,Unknown,Safe,funding_2020,1
MyKaam,Hrtech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
YoloBus,Mobility,Gurgaon,3300000.0,1,Series A,Safe,funding_2020,1
iNurture Education,Edtech,Unknown,4000000.0,1,Unknown,Safe,funding_2020,1
Pocket52,Gaming,Bangalore,1750000.0,1,Series A,Safe,funding_2020,1
QuaQua,Travel,Hyderabad,1000000.0,1,Unknown,Safe,funding_2020,1
Crofarm,Agritech,Delhi,1000000.0,1,Unknown,Safe,funding_2020,1
Timios,Foodtech,Bangalore,1800000.0,1,Pre series A,Failed,funding_2020,0
Credgencies,Ai & Debt,Unknown,1800000.0,1,Seed Round,Failed,funding_2020,0
Knorish,Saas,Delhi,323000.0,1,Pre series A,Failed,funding_2020,0
Vahak,Transport,Unknown,1800000.0,1,Seed Round,Failed,funding_2020,0
Nutrova,Nutrition,Mumbai,1800000.0,1,Pre series A,Failed,funding_2020,0
Cube Wealth,Saas,Mumbai,500000.0,1,Mid series,Failed,funding_2020,0
IVF Access,Healthtech,Bangalore,5000000.0,1,Series A,Safe,funding_2020,1
Hoi Foods,Foodtech,Delhi,2000000.0,1,Pre series A,Safe,funding_2020,1
Ola Financial Services,Fintech,Bangalore,27000000.0,1,Series A,Safe,funding_2020,1
Awifs,Co-Working,Delhi,5200000.0,1,Unknown,Safe,funding_2020,1
Remedo,Healthtech,Delhi,1800000.0,1,Pre series A,Failed,funding_2020,0
Toch,Ai,Mumbai,1000000.0,1,Pre series A,Safe,funding_2020,1
Riskcovry,Insurtech,Mumbai,1800000.0,1,Pre series A,Failed,funding_2020,0
NWNT (No Worry No Tension Healthcare),Healthtech,Delhi,1800000.0,1,Pre series A,Failed,funding_2020,0
Voicezen,Ai,Gurgaon,1800000.0,1,Unknown,Failed,funding_2020,0
Xtracap,Fintech,Gurgaon,1000000.0,1,Unknown,Safe,funding_2020,1
Illumnus,Edtech,Unknown,100000.0,1,Seed Round,Failed,funding_2020,0
Eggoz,Agritech,Bihar,329000.0,1,Seed Round,Failed,funding_2020,0
Indian School Finance Company,Fintech,Hyderabad,5271000.0,1,Seed Round,Safe,funding_2020,1
Juicy Chemistry,Unknown,Unknown,650000.0,1,Series A,Safe,funding_2020,1
DeepTek,Healthtech,Pune,1800000.0,1,Unknown,Failed,funding_2020,0
Stepathlon Lifestyle,Fitness,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
Sindhuja Microcredit,Fintech,Noida,8700000.0,1,Unknown,Safe,funding_2020,1
Tesco Charge Zone,Ev,Gujarat,1800000.0,1,Unknown,Failed,funding_2020,0
Intello Labs,"Supply Chain, Agritech",Gurgaon,5900000.0,1,Series A,Safe,funding_2020,1
GroCurv,B2B,Gurgaon,1800000.0,1,Seed Round,Failed,funding_2020,0
Refrens,Saas,Bangalore,1000000.0,1,Seed Round,Safe,funding_2020,1
Shiprocket,Logitech,Unknown,13000000.0,1,Series C,Safe,funding_2020,1
Spyne,Ai,Gurgaon,1800000.0,1,Pre series A,Failed,funding_2020,0
Generic Aadhaar,Pharma,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
Nium,Fintech,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
Mintoak,Fintech,Mumbai,2000000.0,1,Pre series A,Safe,funding_2020,1
VestSpace,Spacetech,Pune,10000000.0,1,Unknown,Safe,funding_2020,1
Clover,Agritech,Bangalore,920000.0,1,Unknown,Safe,funding_2020,1
Codeninja,Saas,Bangalore,1800000.0,1,Seed Round,Failed,funding_2020,0
MetaMerphoSys,Insurance Technology,Pune,1800000.0,1,Pre series A,Failed,funding_2020,0
Aker Foods,Foodtech & Logistics,Pune,1800000.0,1,Unknown,Failed,funding_2020,0
Sascan Meditech pvt ltd,Healthtech,Kerala,1800000.0,1,Unknown,Failed,funding_2020,0
DailyHunt,Media,Unknown,35600000.0,1,Unknown,Safe,funding_2020,1
Biryani By Kilo,Food,Delhi,790000.0,1,Series B,Safe,funding_2020,1
Tessol,Logistics,Mumbai,160000.0,1,Series A,Failed,funding_2020,0
Remedo,Healthtech,Noida,1800000.0,1,Pre series A,Failed,funding_2020,0
RoomSoom,Housing,Noida,1800000.0,1,Unknown,Failed,funding_2020,0
Pedagogy,Edtech,Unknown,400000.0,1,Unknown,Failed,funding_2020,0
Classplus,Edtech,Delhi,8200000.0,1,Series B,Safe,funding_2020,1
Sarva,Yoga & Wellness,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
Wagonfly,Unknown,Bangalore,500000.0,1,Unknown,Failed,funding_2020,0
NIRA,Fintech,Unknown,2100000.0,1,Pre series A,Safe,funding_2020,1
Convosight,Data Analytics,Hyderabad,4000000.0,1,Pre series A,Safe,funding_2020,1
AsknBid,Investment Tech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Bira91,Beverage,Bangalore,20000000.0,1,Series C,Safe,funding_2020,1
Finaureus Technologies,Fintech,Pune,1800000.0,1,Pre series A,Failed,funding_2020,0
Daily Ninja,Ecommerce,Haryana,349800.0,1,Unknown,Failed,funding_2020,0
Guvi Geek Network Pvt Ltd,Edtech,Chennai,786000.0,1,Pre series A,Safe,funding_2020,1
Indusface,It,Unknown,5000000.0,1,Unknown,Safe,funding_2020,1
DMI Group,Financial Services,Delhi,123000000.0,1,Unknown,Safe,funding_2020,1
Bijak,Agritech,Gurgaon,12000000.0,1,Series A,Safe,funding_2020,1
Bugworks,Biopharma,Bangalore,7500000.0,1,Unknown,Safe,funding_2020,1
UzhavarBumi,Dairy,Tamil Nadu,1800000.0,1,Unknown,Failed,funding_2020,0
Tattva,Beauty & Wellness,Delhi,150000.0,1,Unknown,Failed,funding_2020,0
ITILITE,Travel & Saas,Bangalore,13000000.0,1,Series B,Safe,funding_2020,1
Morning Context,Digital Media,Unknown,1800000.0,1,Seed Round,Failed,funding_2020,0
Aavenir,Saas,Ahmedabad,2000000.0,1,Seed Round,Safe,funding_2020,1
Savvy Co op,Healthcare,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
BLive,Tourism & Ev,Unknown,1800000.0,1,Pre series A,Failed,funding_2020,0
Yellow Messenger,Ai,Bangalore,20000000.0,1,Series B,Safe,funding_2020,1
Toch,Media Tech,Unknown,400000.0,1,Unknown,Failed,funding_2020,0
Setu,Fintech,Unknown,14259000.0,1,Series A,Safe,funding_2020,1
Wellthy Therapeutics,Healthtech,Bangalore,4000000.0,1,Pre series A,Safe,funding_2020,1
Rebel Foods,Food Tech,Unknown,50000000.0,1,Unknown,Safe,funding_2020,1
Porter,Logistics,Mumbai,18370000.0,1,Series D,Safe,funding_2020,1
SugarBox,Tech,Mumbai,68525000.0,1,Unknown,Safe,funding_2020,1
Amica,Fintech,Unknown,2000000.0,1,Unknown,Safe,funding_2020,1
Fingerlix,Food,Unknown,1834000.0,1,Unknown,Safe,funding_2020,1
Plop,Tech,Mumbai,1800000.0,1,Angel Round,Failed,funding_2020,0
Zupee,Gaming,Unknown,8000000.0,1,Series A,Safe,funding_2020,1
DeHaat,Agritech,Unknown,12000000.0,1,Series A,Safe,funding_2020,1
Akna Medical,Healthtech,Unknown,7000000.0,1,Unknown,Safe,funding_2020,1
RaRa Delivery,Logistics,Unknown,800000.0,1,Seed Round,Safe,funding_2020,1
Obviously AI,Data Science,Unknown,1800000.0,1,Unknown,Failed,funding_2020,0
Fingpay,Fintech,Mumbai,3500000.0,1,Series A,Safe,funding_2020,1
Recko,Saas,Bangalore,6000000.0,1,Series A,Safe,funding_2020,1
Mera Cashier,Fintech,Noida,150000.0,1,Unknown,Failed,funding_2020,0
Ergos,Agritech,Bangalore,4598000.0,1,Unknown,Safe,funding_2020,1
Samadhan,Insurance,Delhi,1800000.0,1,Seed Round,Failed,funding_2020,0
SaScan,Healthcare,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Nimesa,Saas,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Design X,Iot,Noida,200000.0,1,Seed Round,Failed,funding_2020,0
Driftly Electric,Automobile,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Imstrong,Fitness,Bangalore,400000.0,1,Seed Round,Failed,funding_2020,0
Zealthy,Healthtech,Bangalore,1800000.0,1,Seed Round,Failed,funding_2020,0
CoinDCX,Fintech,Unknown,3000000.0,1,Series A,Safe,funding_2020,1
NuNu TV,Media,Unknown,670000.0,1,Unknown,Safe,funding_2020,1
QTalk,Technology,Bangalore,1600000.0,1,Seed Round,Safe,funding_2020,1
Excess2Sell,Ecommerce,Mumbai,1000000.0,1,Unknown,Safe,funding_2020,1
Univariety,Edtech,Hyderabad,1100000.0,1,Unknown,Safe,funding_2020,1
CoreStack,Technology,Chennai,8500000.0,1,Series A,Safe,funding_2020,1
Fintso,Fintech,Unknown,2600000.0,1,Unknown,Safe,funding_2020,1
Smart Coin,Fintech,Unknown,7000000.0,1,Series A,Safe,funding_2020,1
Shop101,Social E-Commerce,Unknown,3900000.0,1,Series C,Safe,funding_2020,1
OM Bhakti,Fmcg,Bangalore,1800000.0,1,Seed Round,Failed,funding_2020,0
Lal10,B2B,Uttar Pradesh,1100000.0,1,Unknown,Safe,funding_2020,1
Anaxee Digital Runner,Tech,Indore,1800000.0,1,Unknown,Failed,funding_2020,0
CollegeKhabri,Edtech,Bhopal,1800000.0,1,Unknown,Failed,funding_2020,0
Multi Living,Real Estate,Mumbai,6000000.0,1,Unknown,Safe,funding_2020,1
UnboxRobotics Labs,Automation Tech,Bangalore,500000.0,1,Seed Round,Failed,funding_2020,0
Epigamia,Fmcg,Mumbai,2558000.0,1,Series C,Safe,funding_2020,1
StyleNook,Ecommerce,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
Callido Learning,Edtech,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
Soxytoes,Ecommerce,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Paper Boat,Food & Beverages,Bangalore,4049500.0,1,Unknown,Safe,funding_2020,1
Salesken,Ai & Data Science,Bangalore,8000000.0,1,Series A,Safe,funding_2020,1
Sleepy Owl,Beverages,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
GogoBus,Travel Tech,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Spaciya Consultants,Real Estate,Noida,500000.0,1,Pre series A,Failed,funding_2020,0
Bounce,Automotive And Rentals,Bangalore,6500000.0,1,Unknown,Safe,funding_2020,1
Neeman,Ecommerce,Unknown,1000000.0,1,Pre series A,Safe,funding_2020,1
Oda Class,Edtech,Bangalore,1800000.0,1,Pre series A,Failed,funding_2020,0
Spinny,E-Tail,Haryana,43700000.0,1,Series B,Safe,funding_2020,1
Umeed Housing,Fintech,Haryana,23000000.0,1,Series D,Safe,funding_2020,1
Qure ai,Healthtech,Mumbai,16000000.0,1,Unknown,Safe,funding_2020,1
MinionLabs,Machine Learning,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Josh Talks,Media,Haryana,1500000.0,1,Pre series A,Safe,funding_2020,1
PhoneParLoan,Fintech,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Pepper,Content Marktplace,Mumbai,306900.0,1,Seed funding,Failed,funding_2020,0
iMerit,It,Kolkata,20000000.0,1,Series B,Safe,funding_2020,1
Invideo,Visual Media,Unknown,2500000.0,1,Unknown,Safe,funding_2020,1
AvalonMeta,Edtech,Unknown,420000.0,1,Unknown,Failed,funding_2020,0
Near Store,Ecommerce,Mumbai,300000.0,1,Seed Round,Failed,funding_2020,0
ElecTorq,Automobile,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Prayaan Capital,Fintech,Chennai,1200000.0,1,Seed Round,Safe,funding_2020,1
